t,l1,l2,l3,num_cells,cm_x,cm_y,cm_z,shape_velocity,l1_micro,l2_micro,l3_micro
180,4152.933099898258,391.0144939020318,7.259437449707917,16,145.8125,219.3125,17.6875,137.38030525967915,-0.3570462980074467,0.06784821489817006,0.05983819328552187
181,4221.552703047223,424.4852852566226,6.654825901714291,16,145.88619402985074,221.2462686567164,17.819962686567166,76.34991398389398,0.044887832356849344,0.6375467792366294,-0.05522678870587816
182,4324.6335304712,415.4236791811955,7.356045318087638,16,145.4412313432836,224.13619402985074,17.694962686567166,103.48072958646873,0.7443810772738004,0.20161662587142715,0.07118407856637443
183,4375.3259004308875,391.3706890283515,7.14592760540671,16,145.62756849315068,227.19092465753425,18.126712328767123,56.109775056364306,0.9358162989055074,-0.5983985171945356,0.026256426460006033
184,4242.781732118879,405.6334096087427,6.693347885635262,16,144.88347457627117,226.32097457627117,18.141949152542374,133.31011432100416,-0.5368965769009577,-0.3995687010124769,-0.053086818836292515
185,4416.540044074475,439.4967599503086,6.239265777790004,16,145.30130597014926,224.7462686567164,18.507462686567166,177.02791774343027,0.5568523984988758,0.26330114862222587,-0.15321778769758554
186,4395.744611550911,479.605698962696,5.570492081863881,16,146.25256849315068,223.55907534246575,18.685787671232877,45.18433645410635,0.16349498650822625,1.0539096566421655,-0.3034682077864117
187,4356.682277377416,470.8583495328959,7.951058345530296,16,147.05534399918218,222.92373747699858,18.446675015334286,40.1004883868583,-0.38130982338503827,0.7290017322879443,0.1423251040882909
188,4419.5895492273685,441.9082890756083,7.259974197023881,16,149.5625,223.125,18.8125,69.25249778444669,-0.1716901950037908,-0.04710418305155173,0.0025863871794982174
189,4540.262068504661,446.7206274961497,7.581328559224791,16,150.13619402985074,224.4962686567164,18.632462686567166,120.76886510367041,0.4461362304565881,-0.0005872349784823427,0.04709432098623356
190,4589.925559699794,436.31184268612236,8.817285114083795,16,152.3125,223.8125,18.25,50.75758807819715,0.5087731590521969,-0.28010600810150876,0.24907810520074714
191,4400.788759878298,399.29828843567225,7.7488891860290865,16,151.5,224.3125,18.4375,192.7274596803127,-1.2306971353312548,-1.176774655777809,0.05043799168072649
192,4643.682823910685,428.71057947324385,7.16173607888273,16,153.5,223.38636363636363,18.647727272727273,244.66907028682527,0.219678980901719,-0.3991556634382256,-0.0684172486684842
193,4626.550454649051,439.9650121575691,7.06203763714638,16,153.86652542372883,222.50847457627117,18.829449152542374,20.498543151704315,-0.2915303382757486,-0.023630079878014243,-0.09624568048455728
194,4783.386323509818,468.2036830027686,7.628743487415541,16,154.5,222.625,18.875,159.35881979964554,0.43393247791996714,0.800308830478663,0.0019275880358096131
