t,l1,l2,l3,num_cells,cm_x,cm_y,cm_z,shape_velocity,l1_micro,l2_micro,l3_micro
158,2935.0232177026173,1155.1121045010416,2.394677796340589,10,219.4,305.0,24.1,522.1848424409035,2.642158012881744,2.894108298274052,0.19066158007293454
159,2886.16761064144,1093.4879908837252,1.4187786401243496,11,221.1818181818182,302.27272727272725,24.0,78.64702219155642,1.184533523517885,2.400131180425788,-0.19765954618833947
160,2890.9829436518303,927.0251908737908,1.7108737388419697,11,225.45454545454547,300.6363636363636,24.181818181818183,166.53268909945288,0.225680941964427,0.39511880002445565,-0.09057910027577143
161,3020.601637610185,733.9489500836218,1.1353627194160256,11,222.72727272727272,300.54545454545456,24.181818181818183,232.5505790017873,0.5285036950444564,-2.5167209181666514,-0.34662322535694035
162,3256.8388152337916,735.3069995902268,1.7219537710227577,11,220.1818181818182,296.0,23.90909090909091,236.24180933757592,2.0255106774828064,-1.9300679052802074,-0.06697617923745902
163,3169.3036592468125,684.5733718043718,1.7428036595595555,11,222.0,296.27272727272725,24.181818181818183,101.17462605167513,0.9807229882224036,-2.3369933498847217,-0.033573115065131054
164,3157.163353598993,704.8506898912736,1.791681926096888,11,221.26899128268988,291.0049813200498,23.911581569115814,23.633853665976876,0.8182507940293817,-1.4616928656416555,-0.010721394988364663
165,3026.698276557546,622.0162981000484,2.1118142312948174,12,218.5,287.3333333333333,24.25,154.54052955631354,-0.1967323494738693,-2.710748882393851,0.11830243617113356
166,3032.0647028956346,775.2106594842542,2.8477775010638675,14,214.42559523809524,294.1488095238096,24.139880952380953,153.29009274408838,0.3075387832306191,0.4044629005515361,0.35043226177952835
167,2908.787650268536,896.0194492414748,1.8867780410092942,14,217.57142857142858,298.2857142857143,24.428571428571427,172.60625396256955,-0.08608414841179268,2.5728315825537926,0.06703003412548436
168,2723.8305368732567,795.6455630380989,1.8652369300707805,16,217.17897727272728,297.99147727272725,24.383522727272727,210.4377610865071,-0.998131232926859,0.6856419604616661,0.04474417427537558
169,2708.582650192522,792.1998044481556,1.5686131168836432,16,216.82065217391306,301.2554347826087,24.067934782608695,15.63519383235274,-0.5354850890477749,0.3326122147570878,-0.07208662993943094
170,2612.1296502524337,863.663642700182,1.3903007973851702,16,217.75,304.0625,24.25,120.04288054873456,-0.7548304241659736,1.2448751406788112,-0.14527651390539664
171,2509.2963718511664,806.3081064233625,1.4775529754711512,16,219.8125,305.0625,24.4375,117.74696727006047,-0.99575982221738,-0.0573882044598335,-0.11189541290654459
172,2575.806367113896,784.0269453060629,1.549345011515218,16,219.13315217391306,305.8070652173913,24.067934782608695,70.14295948047696,0.42966093792777826,-0.5221055493977218,-0.07206406850375235
173,2562.884147223575,822.434365270579,1.8455500058463883,16,218.1875,304.8125,24.125,40.52408435268079,0.8620679251488284,0.06350331212668081,0.055301701464546715
174,2348.315478671354,834.8677108831135,1.4847791955332788,16,219.4375,306.25,24.125,214.92889932014998,-0.7051761562446188,0.2690943466118263,-0.08369082917133586
175,2278.2827994726495,817.0146860747187,1.9978889659087378,16,218.24743150684932,302.43407534246575,24.189212328767123,72.27426881120468,-0.9086773538865245,-0.0043912025933039445,0.1026677508183309
176,2370.9463666944093,806.2958955654238,1.4570613116628528,16,218.99743150684932,303.37157534246575,24.314212328767123,93.28301911278042,0.6363848883483882,0.04180153696290034,-0.11466008985752896
177,2358.586974901444,762.864781637008,2.251307088038668,16,219.9875229638702,305.36508726270665,24.19645590936926,45.16245175926945,0.9885714541809492,-0.5015429005967817,0.13596261268157872
178,2263.8908557496534,736.1953724023224,1.8315993281830116,16,223.1752459294437,306.87767130257805,24.265985413839893,98.38083413928229,0.45873937691491307,-0.8622867359100326,-0.04990512056075347
179,2202.9687568856907,744.6495686928514,2.5955567961696167,16,225.15233942414176,304.7951965669989,24.22266057585825,61.51064294837219,0.27577505235134225,-0.45895105246998114,0.15982376538509424
180,2154.061359408205,791.7437180143789,1.9755079980210348,16,225.3695652173913,307.25815217391306,24.192934782608695,67.8982834013584,0.039716346320524565,0.8027435879368596,-0.08303393769565948
181,2086.026947759629,757.7108419863082,2.199868585833788,16,227.05993150684932,308.87157534246575,24.126712328767123,76.07212470270119,-0.368209023895254,0.5194128613002995,-0.035342409339748526
182,2079.6179006308403,775.5374790119005,1.9389616027963927,16,227.2482394366197,313.00704225352115,24.066021126760564,18.94552573023639,-0.2082445572548366,1.168383642980885,-0.1437146315668434
183,2000.6730214296676,730.3618148736168,2.8050074467158255,16,229.25,315.6875,23.75,90.96089609181803,-0.9618237084908827,0.7805043973026464,0.12927604707376594
184,2030.1629760319329,676.060968242344,2.5533994757232263,16,228.8125,315.75,23.75,61.79241599005293,-0.4999910839132582,0.05491005632259771,0.02925702698557564
185,2010.3706937067495,641.0925141840901,2.3492921091604266,16,229.75,316.75,23.75,40.18169830508739,-0.6519233616362214,-0.26378162493007906,-0.047762515461346355
186,2092.418482092368,575.450075767489,2.9322233901429025,16,230.9375,315.4375,23.5625,105.0766820428149,0.2522821268877209,-1.2582551994037914,0.12043284420503753
187,2121.5318357081474,606.1391695471085,2.9735259947442105,16,231.1875,315.4375,23.5625,42.3014129985849,0.49265303996951104,-0.3273271830096718,0.12052316627953874
188,2177.757380869919,597.8639326684809,2.687280211600706,16,233.6875,318.125,23.625,56.83197524971471,0.9417734603155097,-0.2449365677422719,0.022132583792300764
189,2203.0838555987775,561.1405237561358,2.412339395086339,16,232.8125,319.375,23.5,44.61070137071819,0.9693049333217445,-0.816637144830711,-0.07951986816197376
190,2112.6211773763084,630.3799806691466,2.506654454545167,16,232.625,318.4375,23.8125,113.91930231581077,-0.33862021877661874,0.7222699566622914,-0.06809317998970155
191,2233.689159170439,635.2901842635192,2.3956565660420726,16,234.25,317.5,23.75,121.1675642883579,0.5294326378363721,0.8572686522885924,-0.12617685782931432
192,2144.295325527726,587.9013974146236,2.857964557650847,16,233.25,316.5625,23.4375,101.17889276440103,-0.9583268886152112,-0.15748179607851398,-0.01091221578060253
193,2199.964658089044,637.7554773041766,3.354083356779656,16,233.3125,316.625,23.5,74.73118494523806,-1.0005454515979295,0.687996179625074,0.09671781894071763
194,2442.8279081420824,582.7815849845194,3.1834756233972388,16,233.5625,316.75,23.375,249.00746207713658,0.7687743283220811,-0.7031508978184426,0.009684953956291764
